id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
ijCSCL_9_4_3,2014,9,4,3,stahl_hesse_2006_2015,no,“Newbies” and “Celebrities”: Detecting social roles in an online network of teachers via participation patterns,H. Smith Risser & SueAnn Bottoms,c,16,"This study used cluster analysis combining structural and behavioral data to identify social roles in an unstructured online teacher blog network. Analyzing 99 teachers' participation patterns across six months, researchers detected five distinct roles: ""Newbies,"" ""Inbound Participants,"" ""Full Participants,"" ""Celebrities,"" and ""Peripheral Members."" Results revealed that participation patterns and network position significantly influence both current role and trajectory of role change, with expertise and engagement type affecting status transitions independent of tenure.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_4_4,2014,9,4,4,stahl_hesse_2006_2015,no,“I guess my question is”: What is the co-occurrence of uncertainty and learning in computer-mediated discourse?,Michelle E. Jordan & An-Chih Janne Cheng & Diane Schallert & Kwangok Song & SoonAh Lee & Yangjoo Park,c,2,"This study examined how uncertainty expressions and learning co-occur in graduate students' computer-mediated discussions. Using inductive coding of 1,048 comments across synchronous and asynchronous online discussions, researchers found that 72% of paragraphs containing uncertainty also exhibited learning markers. Direct uncertainty expressions correlated with presenting new ideas and applications, while indirect expressions associated more with elaboration. Results suggest uncertainty expression facilitates productive learning through collaborative meaning-making in online environments.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_1_1,2015,10,1,1,stahl_hesse_2006_2015,no,Constructing liminal blends in a collaborative augmented-reality learning environment,Noel Enyedy & Joshua A. Danish & David DeLiema,b,6,"This study examines how augmented-reality environments support physics learning through ""liminal blends""—conceptual integrations of students' embodied experiences, physical materials, peer contributions, and symbolic representations. Using interaction analysis of second-graders learning about friction, the researchers demonstrate how students blend their bodies, game narratives, material surfaces, and AR symbols to reason about force and motion, revealing cognition as distributed across individuals, materials, and social interaction.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_1_2,2015,10,1,2,stahl_hesse_2006_2015,no,The new information literate: Open collaboration and information production in schools,Andrea Forte,c,12,"This qualitative study examined high school students' information assessment practices while contributing to a collaborative online wiki. Through 57 interviews and classroom observations, the researcher identified two information literacy strategies: first-order strategies involving established heuristics for evaluating sources, and second-order strategies involving reflective analysis of how information is produced. Findings reveal that participating in information production enhanced students' understanding of source credibility and fostered individual responsibility for contributing accurate information to public resources.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_1_3,2015,10,1,3,stahl_hesse_2006_2015,no,BWhoa! We’re going deep in the trees!^: Patterns of collaboration around an interactive information visualization exhibit,Pryce Davis & Michael Horn & Florian Block & Brenda Phillips & E. Margaret Evans & Judy Diamond & Chia Shen,c,6,"This study analyzed how child dyads collaboratively explored DeepTree, an interactive multi-touch tabletop exhibit visualizing 70,000+ species in a phylogenetic tree. Using qualitative interaction analysis of museum visitors, researchers identified four distinct collaboration patterns organized by coordination level and action target: reactive, autonomous, planning, and contemplative. Results showed that DeepTree supported learning of macroevolutionary concepts like common descent, with design features like the ""fly-through"" mechanic facilitating meaning-making across different interaction patterns.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_1_4,2015,10,1,4,stahl_hesse_2006_2015,no,Appropriation of a representational tool in a second-language classroom,Yun Wen & Chee-Kit Looi & Wenli Chen,c,2,"This case study examined how secondary school students appropriated Group Scribbles, a representational tool, during collaborative Chinese-language writing in a networked classroom. Through microanalysis of cross-media interactions between face-to-face and online spaces, researchers identified five functions inscriptional devices served in group-understanding development: referencing, pinpointing, prompting notice, realizing parallels, and promoting synergy. Findings revealed that representational tools supplement face-to-face communication by enabling balanced participation, helping learners notice linguistic problems, and serving as resources for elaborating ideas.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_2_1,2015,10,2,1,stahl_hesse_2006_2015,no,The impact of hierarchical positions on communities of learning,Martin Rehm & Wim Gijselaers & Mien Segers,c,4,"Hierarchical positions significantly influence participants' activity and performance in online Communities of Learning within organizations. Analyzing 249 staff members across 25 CoLs, this empirical study found that higher-ranked employees contributed more frequently and achieved better exam grades. However, cluster analysis revealed a ""Stars"" group of exceptional performers transcending hierarchical constraints, suggesting that while organizational hierarchy shapes collaborative behavior, individual motivation can overcome these structural barriers.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_2_2,2015,10,2,2,stahl_hesse_2006_2015,no,Peer interaction and social network analysis of online communities with the support of awareness of different contexts,Jian-Wei Lin1 & Li-Jung Mai2 & Yung-Cheng Lai1,c,7,"This study directly compares social-context awareness (SA) and knowledge-context awareness (KA) in online learning communities using identical experimental settings. Through a semester-long investigation with repeated measurements, researchers found that SA stimulated significantly more quantitative peer interaction than KA, particularly in later stages. However, both approaches had limited capacity to enhance message quality. Despite similar midterm performance, the SA community demonstrated significantly better learning outcomes on the final posttest, likely attributed to more extensive peer interaction patterns.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_2_3,2015,10,2,3,stahl_hesse_2006_2015,no,Fixed group and opportunistic collaboration in a CSCL environment,Tuya Siqin & Jan van Aalst & Samuel Kai Wah Chu,a,16,"This study examined 27 Chinese undergraduates' synchronous online discourse across two phases: fixed group collaboration (8 weeks) and opportunistic collaboration (8 weeks) using Knowledge Forum. Multi-faceted analysis revealed that while all groups showed similar interaction patterns, productive groups generated higher-level questions and ideas. Opportunistic collaboration enabled broader interactions and more constructive discourse but exhibited scattered interactions and reduced metacognition. Active participation and high-level idea contributions correlated positively with domain knowledge gains.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_2_4,2015,10,2,4,stahl_hesse_2006_2015,no,An integrated way of using a tangible user interface in a classroom,Sebastien Cuendet & Jessica Dehler-Zufferey & Giulia Ortoleva & Pierre Dillenbourg,c,6,"Researchers designed a classroom activity using TapaCarp, a tangible user interface, to teach carpenter apprentices spatial skills while bridging school and workplace learning. The mixed-methods study with 40 apprentices across three classes showed high usability and strong engagement, with improved artifact quality from day one to day two. However, standardized tests revealed no significant learning gains compared to controls, though plausible objects proved more effective than non-plausible ones for complex tasks.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_3_1,2015,10,3,1,stahl_hesse_2006_2015,no,A Habermasian perspective on joint meaning making online: What does it offer and what are the difficulties?,Michael Hammond,c,2,"Habermas's theory of communicative action—emphasizing genuine consensus through unconstrained dialogue where only ""the better argument"" prevails—offers a critical framework for understanding online meaning-making. This theoretical perspective values truth-seeking over technological affordances, distinguishes emancipatory from strategic communication, and interrogates techno-romantic assumptions. However, challenges include abstractness, limited practical guidance, and questions about consensus feasibility.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_3_2,2015,10,3,2,stahl_hesse_2006_2015,no,Learning to learn together with CSCL tools,Baruch B. Schwarz1 & Reuma de Groot1 & Manolis Mavrikis2 & Toby Dragon3,b,13,"This design-based research study introduces Learning to Learn Together (L2L2)—learning to collaborate while engaging in inquiry and argumentation on challenging tasks. Using the Metafora CSCL platform integrating planning tools, microworlds, and discussion features, researchers observed three classroom cases where students developed collaborative practices including collective reflection, mutual engagement, and peer assessment. Results demonstrate L2L2 is an attainable educational goal, partially achieved through technology-mediated affordances supporting integrated inquiry-argumentation-collaboration practices.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_3_3,2015,10,3,3,stahl_hesse_2006_2015,no,Collaborative group engagement in a computer-supported inquiry learning environment,Suparna Sinha1 & Toni Kempler Rogat2 & Karlyn R. Adams-Wiggins1 & Cindy E. Hmelo-Silver3,c,4,"This study develops an observational protocol to measure collaborative group engagement in computer-supported inquiry learning as multifaceted—encompassing behavioral, social, cognitive, and conceptual-to-consequential dimensions. Using qualitative analysis of ten middle school groups solving an ecosystem problem, researchers found that behavioral and social engagement differentiated low-quality groups, while cognitive and conceptual-to-consequential engagement characterized high-quality engagement. Results demonstrate these engagement facets are highly interrelated and mutually influential, with implications for designing technologies that scaffold deeper learning in collaborative environments.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_3_4,2015,10,3,4,stahl_hesse_2006_2015,no,Group-level formative feedback and metadiscourse,Monica Resendes1 & Marlene Scardamalia1 & Carl Bereiter1 & Bodong Chen2 & Cindy Halewood3,c,16,"Grade 2 students engaged in knowledge building with visualization-based formative feedback tools showed significant improvements in domain vocabulary use, scientific accuracy, explanation complexity, and discourse connectivity compared to a comparison class. Using comparative word clouds and epistemic discourse move graphs, students demonstrated productive metadiscourse—reflection on their collective knowledge-building process—though primarily with teacher facilitation, suggesting young children possess greater metacognitive capacity than typically assumed.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_4_1,2015,10,4,1,stahl_hesse_2006_2015,no,Advancing knowledge‐building discourse through judgments of promising ideas,Bodong Chen1 & Marlene Scardamalia2 & Carl Bereiter2,c,16,"Grade 3 students demonstrated capability in making promisingness judgments—evaluating ideas for their potential to advance knowledge—when supported by explicit discussion and a digital tool integrated into Knowledge Forum. Design-based research revealed students could distinguish ideas worth developing from mere facts, and promisingness judgments significantly enhanced collaborative discourse and scientific knowledge advancement compared to control classrooms.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_4_2,2015,10,4,2,stahl_hesse_2006_2015,no,"Investigating the effects of prompts on argumentation style, consensus and perceived efficacy in collaborative learning",Owen M. Harney1 & Michael J. Hogan1 & Benjamin Broome2 & Tony Hall1 & Cormac Ryan1,c,4,"Process-level prompts during collaborative learning sessions significantly enhance group outcomes compared to task-level prompts. In an experimental study using Interactive Management with 75 psychology students, process-level prompts increased perceived consensus and perceived efficacy of the methodology. Analysis of group dialogue revealed more sophisticated argumentation patterns and greater complexity in consensus-based problem models among process-level groups, suggesting that facilitator prompting style substantially influences collaborative learning effectiveness.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_4_3,2015,10,4,3,stahl_hesse_2006_2015,no,ReaderBench: Automated evaluation of collaboration based on cohesion and dialogism,Mihai Dascalu1 & Stefan Trausan-Matu1 & Danielle S. McNamara2 & Philippe Dessus3,b,2,"ReaderBench proposes two computational models for automated collaboration assessment in CSCL conversations. The dialogical voice inter-animation model evaluates collaboration through overlapping semantic chains representing different participants' viewpoints, while the social knowledge-building model analyzes longitudinal cohesion patterns. Validation against human annotations of ten chat conversations demonstrates both models reliably identify collaboration zones and predict overall collaboration quality, supporting cohesion and voice inter-animation as collaboration signatures.",,,,,,,,,,,,,,,,,,,
ijCSCL_10_4_4,2015,10,4,4,stahl_hesse_2006_2015,no,AMOEBA: Designing for collaboration in computer science classrooms through live learning analytics,Matthew Berland1 & Don Davis2 & Carmen Petrick Smith3,a,1,"AMOEBA is a learning analytics tool designed to support teachers in orchestrating real-time collaboration among novice programmers using the IPRO visual programming environment. The study examined how pairing students based on a ""surprising similarity"" metric—operationalizing Zone of Proximal Development for computer science—affected programming outcomes across eight classes. Results showed that paired students produced programs with greater complexity, depth, and novelty compared to unpaired work, with improvements persisting after pairing ended.",,,,,,,,,,,,,,,,,,,
2016_v11i1_10.1007_s11412-016-9229-3_Teacher_support_in_computer-supported_lab_work_bridging_the_gap_between_lab_experiments_an,2016,11,1,5,ludvigsen_2016_2019,no,Teacher support in computer-supported lab work: bridging the gap between lab experiments and students’ conceptual understanding,Anniken Furberg,,,,,,,,,,,,,,,,,,,,,,
2016_v11i3_10.1007_s11412-016-9239-1_Reflective_assessment_in_knowledge_building_by_students_with_low_academic_achievement,2016,11,3,3,ludvigsen_2016_2019,no,Reflective assessment in knowledge building by students with low academic achievement,Yuqin Yang & Jan van Aalst & Carol K. K. Chan & Wen Tian,,,,,,,,,,,,,,,,,,,,,,
2016_v11i4_10.1007_s11412-016-9245-3_Toward_a_classification_of_discourse_patterns_in_asynchronous_online_discussions,2016,11,4,4,ludvigsen_2016_2019,no,Toward a classification of discourse patterns in asynchronous online discussions,Jan van Aalst & Carol K. K. Chan Ella L. F. Fu,,,,,,,,,,,,,,,,,,,,,,
2017_v12i1_10.1007_s11412-017-9252-z_Experiences_appearances_and_interprofessional_training_The_instructional_use_of_video_in_p,2017,12,1,5,ludvigsen_2016_2019,no,"Experiences, appearances, and interprofessional training: The instructional use of video in post-simulation debriefings",Oskar Lindwall & Hans Rystedt Elin Johansson,,,,,,,,,,,,,,,,,,,,,,
2018_v13i2_10.1007_s11412-018-9277-y_From_Cognitive_Load_Theory_to_Collaborative_Cognitive_Load_Theory,2018,13,2,5,ludvigsen_2016_2019,no,From Cognitive Load Theory to Collaborative Cognitive Load Theory,Paul A. Kirschner & John Sweller & Femke Kirschner & Jimmy Zambrano R,,,,,,,,,,,,,,,,,,,,,,
2018_v13i4_10.1007_s11412-018-9286-x_Rendering_controversial_socioscientific_issues_legible_through_digital_mapping_tools,2018,13,4,3,ludvigsen_2016_2019,no,Rendering controversial socioscientific issues legible through digital mapping tools,Åsa Mäkitalo & Thomas Hillman Anne Solli,,,,,,,,,,,,,,,,,,,,,,
2018_v13i4_10.1007_s11412-018-9285-y_Using_big_data_techniques_for_measuring_productive_friction_in_mass_collaboration_online_e,2018,13,4,5,ludvigsen_2016_2019,no,Using big data techniques for measuring productive friction in mass collaboration online environments,Peter Holtz & Joachim Kimmerle & Ulrike Cress,,,,,,,,,,,,,,,,,,,,,,
2019_v14i1_10.1007_s11412-019-09296-0_Improving_the_quality_of_vocational_students_collaboration_and_knowledge_acquisition_throu,2019,14,1,3,ludvigsen_2016_2019,no,Improving the quality of vocational students’ collaboration and knowledge acquisition through instruction and joint reflection,Judith ter Vrugte & Anjo Anjewierden & Lars Bollen & Elise H. Eshuis Jakob Sikken & Ton de Jong,,,,,,,,,,,,,,,,,,,,,,
2019_v14i2_10.1007_s11412-019-09303-4_Socio-cognitive_openness_in_online_knowledge_building_discourse_does_openness_keep_convers,2019,14,2,3,ludvigsen_2016_2019,no,Socio-cognitive openness in online knowledge building discourse: does openness keep conversations going?,Frank P. C. M. de Jong & Jan van Aalst & Natascha de Hoog & Hennie van Heijst Paul A. Kirschner,,,,,,,,,,,,,,,,,,,,,,
2019_v14i3_10.1007_s11412-019-09310-5_Real-time_orchestrational_technologies_in_computer-supported_collaborative_learning_an_int,2019,14,3,1,ludvigsen_2016_2019,no,Real-time orchestrational technologies in,Camillia Matuk & Michael Tissenbaum,,,,,,,,,,,,,,,,,,,,,,
2019_v14i3_10.1007_s11412-019-09299-x_What_information_should_CSCL_teacher_dashboards_provide_to_help_teachers_interpret_CSCL_si,2019,14,3,2,ludvigsen_2016_2019,no,What information should CSCL teacher dashboards provide to help teachers interpret CSCL situations?,Anouschka van Leeuwen & Nikol Rummel & Tamara van Gog,,,,,,,,,,,,,,,,,,,,,,
2019_v14i3_10.1007_s11412-019-09314-1_Correction_to_A_handheld_classroom_dashboard_teachers_perspectives_on_the_use_of_real-time,2019,14,3,7,ludvigsen_2016_2019,no,Correction to: A handheld classroom dashboard: teachers’ perspectives on the use of real-time collaborative learning analytics,Roberto Martinez-Maldonado,,,,,,,,,,,,,,,,,,,,,,
2019_v14i4_10.1007_s11412-019-09313-2_Capturing_the_dynamic_and_cyclical_nature_of_regulation_Methodological_Progress_in_underst,2019,14,4,2,ludvigsen_2016_2019,no,Capturing the dynamic and cyclical nature of regulation: Methodological Progress in understanding socially shared regulation in learning,Hanna Järvenoja,,,,,,,,,,,,,,,,,,,,,,
2019_v14i4_10.1007_s11412-019-09311-4_Are_we_together_or_not_The_temporal_interplay_of_monitoring_physiological_arousal_and_phys,2019,14,4,4,ludvigsen_2016_2019,no,"Are we together or not? The temporal interplay of monitoring, physiological arousal and physiological synchrony during a collaborative exam",Eetu Haataja & Tapio Seppänen & Sanna Järvelä Jonna Malmberg The coordination of cognitive,,,,,,,,,,,,,,,,,,,,,,
2020_v15i1_10.1007_s11412-020-09316-4_Good_for_learning_bad_for_motivation_A_meta-analysis_on_the_effects_of_computer-supported_,2020,15,1,2,rose_jarvela_2020_2023,no,"Good for learning, bad for motivation? A meta-analysis on the effects of computer-supported collaboration scripts",Anika Radkowitsch & Freydis Vogel & Frank Fischer,,,,,,,,,,,,,,,,,,,,,,
2020_v15i2_10.1007_s11412-020-09322-6_Capturing_the_participation_and_social_dimensions_of_computer-supported_collaborative_lear,2020,15,2,5,rose_jarvela_2020_2023,no,Capturing the participation and social dimensions of,"Mohammed Saqr, et al. [full author details at the end of the article] The increasing use of digital learning tools and platforms in formal and informal",,,,,,,,,,,,,,,,,,,,,,
2020_v15i3_10.1007_s11412-020-09330-6_Bringing_maker_practices_to_school_tracing_discursive_and_materially_mediated_aspects_of_s,2020,15,3,4,rose_jarvela_2020_2023,no,Bringing maker practices to school: tracing discursive and materially mediated aspects of student teams’ collaborative making processes,Pirita Seitamaa-Hakkarainen & Kai Hakkarainen Sini Riikonen,,,,,,,,,,,,,,,,,,,,,,
2020_v15i4_10.1007_s11412-020-09337-z_Students_multimodal_knowledge_practices_in_a_makerspace_learning_environment,2020,15,4,3,rose_jarvela_2020_2023,no,Students’ multimodal knowledge practices in a makerspace learning environment,Anu Kajamaa & Kristiina Kumpulainen,,,,,,,,,,,,,,,,,,,,,,
2020_v15i4_10.1007_s11412-020-09331-5_Social_practices_in_teacher_knowledge_creation_and_innovation_adoption_a_large-scale_study,2020,15,4,4,rose_jarvela_2020_2023,no,Social practices in teacher knowledge creation and innovation adoption: a large-scale study in an online instructional design community for inquiry learning,Luis P. Prieto & Tobias Ley & Ton de Jong & María Jesús Rodríguez-Triana Denis Gillet,,,,,,,,,,,,,,,,,,,,,,
2020_v15i4_10.1007_s11412-020-09333-3_Gaze_awareness_and_metacognitive_suggestions_by_a_pedagogical_conversational_agent_an_expe,2020,15,4,5,rose_jarvela_2020_2023,no,Gaze awareness and metacognitive suggestions by a pedagogical conversational agent: an experimental investigation on interventions to support collaborative learning process and performance,Yugo Hayashi,,,,,,,,,,,,,,,,,,,,,,
2021_v16i1_10.1007_s11412-021-09340-y_Promoting_regulation_of_equal_participation_in_online_collaboration_by_combining_a_group_a,2021,16,1,4,rose_jarvela_2020_2023,no,Promoting regulation of equal participation in online collaboration by combining a group awareness tool and adaptive prompts. But does it even matter?,Sebastian Strauß & Nikol Rummel,,,,,,,,,,,,,,,,,,,,,,
2021_v16i2_10.1007_s11412-021-09345-7_Initiating_scientific_collaborations_across_career_levels_and_disciplines__a_network_analy,2021,16,2,2,rose_jarvela_2020_2023,no,Initiating scientific collaborations across career levels and disciplines – a network analysis on behavioral data,Julia Eberle & Karsten Stegmann & Alain Barrat & Frank Fischer & Kristine Lund,,,,,,,,,,,,,,,,,,,,,,
2021_v16i2_10.1007_s11412-021-09346-6_Improving_learning_and_writing_outcomes_Influence_of_cognitive_and_behavioral_group_awaren,2021,16,2,4,rose_jarvela_2020_2023,no,Improving learning and writing outcomes: Influence of cognitive and behavioral group awareness tools in wikis,Lisa Ollesch & Sven Heimbuch & Daniel Bodemer,,,,,,,,,,,,,,,,,,,,,,
2021_v16i2_10.1007_s11412-021-09347-5_Guidance_in_computer-supported_collaborative_inquiry_learning_Capturing_aspects_of_affect_,2021,16,2,5,rose_jarvela_2020_2023,no,Guidance in computer‑supported collaborative inquiry learning: Capturing aspects of affect and teacher support in science classrooms,Tarja Pietarinen & Tuire Palonen & Marja Vauras,,,,,,,,,,,,,,,,,,,,,,
2021_v16i3_10.1007_s11412-021-09351-9_Deconstructing_orchestration_load_comparing_teacher_support_through_mirroring_and_guiding,2021,16,3,2,rose_jarvela_2020_2023,no,Deconstructing orchestration load: comparing teacher support through mirroring and guiding,Ishari Amarasinghe & Davinia Hernández‑Leo & H. Ulrich Hoppe,,,,,,,,,,,,,,,,,,,,,,
2021_v16i4_10.1007_s11412-021-09356-4_Modelling_diffusion_in_computer-supported_collaborative_learning_a_large_scale_learning_an,2021,16,4,2,rose_jarvela_2020_2023,no,Modelling diffusion in,Mohammed Saqr & Sonsoles López-Pernas,,,,,,,,,,,,,,,,,,,,,,
2021_v16i4_10.1007_s11412-021-09358-2_Many_are_the_ways_to_learn_identifying_multi-modal_behavioral_profiles_of_collaborative_le,2021,16,4,3,rose_jarvela_2020_2023,no,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,Jauwairia Nasir & Aditi Kothiyal & Barbara Bruno,,,,,,,,,,,,,,,,,,,,,,
2021_v16i4_10.1007_s11412-021-09357-3_Self-efficacy_and_behavior_patterns_of_learners_using_a_real-time_collaboration_system_dev,2021,16,4,5,rose_jarvela_2020_2023,no,Self‑efficacy and behavior patterns of learners using a real‑time collaboration system developed for group programming,Ting‑Chia Hsu & Hal Abelson & Evan Patton & Shih‑Chu Chen & Hsuan‑Ning Chang,,,,,,,,,,,,,,,,,,,,,,
2022_v17i1_10.1007_s11412-022-09367-9_Integrating_collaboration_scripts_group_awareness_and_self-regulation_in_computer-supporte,2022,17,1,1,rose_jarvela_2020_2023,no,"Integrating collaboration scripts, group awareness, and self‑regulation in computer‑supported collaborative learning",Lenka Schnaubert & Freydis Vogel,,,,,,,,,,,,,,,,,,,,,,
2022_v17i1_10.1007_s11412-022-09361-1_Group_awareness_and_regulation_in_computer-supported_collaborative_learning,2022,17,1,2,rose_jarvela_2020_2023,no,Group awareness and regulation in,Lenka Schnaubert & Daniel Bodemer,,,,,,,,,,,,,,,,,,,,,,
2022_v17i1_10.1007_s11412-022-09363-z_Adaptable_scaffolding_of_mathematical_argumentation_skills_The_role_of_self-regulation_whe,2022,17,1,3,rose_jarvela_2020_2023,no,Adaptable scaffolding of mathematical argumentation skills: The role of self‑regulation when scaffolded with CSCL scripts and heuristic worked examples,Freydis Vogel & Ingo Kollar & Frank Fischer & Kristina Reiss & Stefan Ufer,,,,,,,,,,,,,,,,,,,,,,
2022_v17i1_10.1007_s11412-022-09365-x_Supporting_socially_shared_regulation_during_collaborative_task-oriented_reading,2022,17,1,4,rose_jarvela_2020_2023,no,‘Supporting socially shared regulation during collaborative task‑oriented reading’,Jolique Kielstra & Inge Molenaar & Roel van Steensel & Ludo Verhoeven,,,,,,,,,,,,,,,,,,,,,,
2022_v17i1_10.1007_s11412-022-09364-y_CSsCL_the_performance_of_collaborative_learning,2022,17,1,7,rose_jarvela_2020_2023,no,CSsCL: the performance of collaborative learning,Charles Crook,,,,,,,,,,,,,,,,,,,,,,
2022_v17i2_10.1007_s11412-022-09369-7_Patterns_of_action_transitions_in_online_collaborative_problem_solving_A_network_analysis_,2022,17,2,2,rose_jarvela_2020_2023,no,Patterns of action transitions in online collaborative problem solving: A network analysis approach,Shupin Li & Johanna Pöysä-Tarhonen & Päivi Häkkinen,,,,,,,,,,,,,,,,,,,,,,
2022_v17i2_10.1007_s11412-022-09372-y_Collaborative_analytics-supported_reflective_Assessment_for_Scaffolding_Pre-service_Teache,2022,17,2,4,rose_jarvela_2020_2023,no,Collaborative analytics-supported reflective Assessment for Scaffolding Pre-service Teachers’ collaborative Inquiry and Knowledge Building,Yuqin Yang & Gaoxia Zhu & Daner Sun & Carol K. K. Chan,,,,,,,,,,,,,,,,,,,,,,
2022_v17i4_10.1007_s11412-022-09382-w_Mediating_and_perspective-taking_manipulatives_Fostering_dynamic_perspective-taking_by_med,2022,17,4,3,rose_jarvela_2020_2023,no,Mediating and perspective‑taking manipulatives: Fostering dynamic perspective‑taking by mediating dialogic thinking and bolstering empathy in role‑play and reflection for microteaching,Toshio Mochizuki & Hiroshi Sasaki & Takehiro Wakimoto & Yoshihiko Kubota & Brendan Eagan & Ryoya Hirayama & Yuta Yamaguchi & Natsumi Yuki & Hideo Funaoi & Hideyuki Suzuki & Hiroshi Kato,,,,,,,,,,,,,,,,,,,,,,
2022_v17i4_10.1007_s11412-022-09380-y_Evolution_of_the_academic_emotions_of_academically_low-achieving_students_in_knowledge_bui,2022,17,4,5,rose_jarvela_2020_2023,no,Evolution of the academic emotions of academically low‑achieving students in knowledge building,Yuqin Yang & Gaoxia Zhu & Carol K. K. Chan,,,,,,,,,,,,,,,,,,,,,,
2023_v18i1_10.1007_s11412-023-09385-1_The_temporal_dynamics_of_online_problem-based_learning_Why_and_when_sequence_matters,2023,18,1,1,rose_jarvela_2020_2023,no,The temporal dynamics of online problem‑based learning: Why and when sequence matters,Mohammed Saqr & Sonsoles López‑Pernas,,,,,,,,,,,,,,,,,,,,,,
2023_v18i1_10.1007_s11412-023-09387-z_An_artificial_intelligence-driven_learning_analytics_method_to_examine_the_collaborative_p,2023,18,1,2,rose_jarvela_2020_2023,no,An artificial intelligence-driven learning analytics method to examine the collaborative problem-solving process from the complex adaptive systems perspective,Fan Ouyang & Weiqi Xu & Mutlu Cukurova,,,,,,,,,,,,,,,,,,,,,,
2023_v18i1_10.1007_s11412-023-09388-y_Fostering_regulatory_processes_using_computational_scaffolding,2023,18,1,3,rose_jarvela_2020_2023,no,Fostering regulation of learning processes among programming students using computational scaffolding,Leonardo Silva & António Mendes & Anabela Gomes & Gabriel Fortes,,,,,,,,,,,,,,,,,,,,,,
2023_v18i2_10.1007_s11412-023-09404-1_Fostering_collaborative_and_embodied_learning_with_extended_reality_Special_issue_introduc,2023,18,2,1,rose_jarvela_2020_2023,no,Fostering collaborative and embodied learning,Jacob Fortman & Rebecca Quintana,,,,,,,,,,,,,,,,,,,,,,
2023_v18i2_10.1007_s11412-023-09397-x_Coordinating_modalities_of_mathematical_collaboration_in_shared_VR_environments,2023,18,2,3,rose_jarvela_2020_2023,no,Coordinating modalities of mathematical collaboration in shared VR environments,Wen Huang & Candace Walkington & Mitchell J. Nathan,,,,,,,,,,,,,,,,,,,,,,
2023_v18i2_10.1007_s11412-023-09395-z_Understanding_young_childrens_science_learning_through_embodied_communication_within_an_MR,2023,18,2,5,rose_jarvela_2020_2023,no,Understanding young children’s science learning through embodied communication within an MR environment,Xintian Tu & Joshua Danish & Megan Humburg & Mengxi Zhou & Nitasha Mathayas & Noel Enyedy,,,,,,,,,,,,,,,,,,,,,,
2023_v18i2_10.1007_s11412-023-09399-9_Mobile_augmented_reality_supporting_families_immersive_collaborative_learning_Learning-on-,2023,18,2,7,rose_jarvela_2020_2023,no,Mobile augmented reality supporting families’ immersive collaborative learning: Learning‑on‑the‑move for place‑based geoscience sense‑making,Heather Toomey Zimmerman & Susan M. Land & Lillyanna Faimon & Yu‑Chen Chiu,,,,,,,,,,,,,,,,,,,,,,
2023_v18i3_10.1007_s11412-023-09394-0_Exploring_the_impact_of_chat-based_collaborative_activities_and_SRL-focused_interventions_,2023,18,3,2,rose_jarvela_2020_2023,no,"Exploring the impact of chat‑based collaborative activities and SRL‑focused interventions on students’ self‑regulation profiles, participation in collaborative activities, retention, and learning in MOOCs",Georgios Psathas & Stergios Tegos & Stavros N. Demetriadis & Thrasyvoulos Tsiatsos,,,,,,,,,,,,,,,,,,,,,,
2023_v18i4_10.1007_s11412-023-09407-y_Can_CPS_better_prepare_8th_graders_for_problem-solving_in_electromagnetism_and_bridging_th,2023,18,4,3,rose_jarvela_2020_2023,no,Can CPS better prepare 8th graders for problem‑solving in electromagnetism and bridging the gap between high‑ and low‑achievers than IPS?,Jiun‑Wei Guo & Hsiao‑Ching She & Meng‑Jun Chen & Pei‑Yi Tsai,,,,,,,,,,,,,,,,,,,,,,
2023_v18i4_10.1007_s11412-023-09411-2_The_role_of_first-language_heterogeneity_in_the_acquisition_of_online_interaction_self-eff,2023,18,4,4,rose_jarvela_2020_2023,no,The role of first‑language heterogeneity in the acquisition of online interaction self‑efficacy in CSCL,Natalia Reich‑Stiebert & Jennifer Raimann & Stefan Stürmer,,,,,,,,,,,,,,,,,,,,,,
