volume,issue,article_number,title,authors,category,summary_ollama,summary_haiku
8,2,4,Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation,Gahgene Gweon & Mahaveer Jain & John McDonough & Bhiksha Raj & Carolyn P. Rosé,d,,"Researchers developed an unsupervised Dynamic Bayesian Network model grounded in Speech Accommodation Theory to automatically detect other-oriented transactive contributions in dyadic speech discussions. Testing on debate recordings, they found significant positive correlation between automatic speech style accommodation measures and prevalence of other-oriented transacts (R=.36, p<.05), demonstrating that theoretically-informed computational models effectively assess collaborative learning processes."
8,3,0,Collaborative Learning at CSCL 2013,Gerry Stahl & Nancy Law & Friedrich Hesse,e,,"The CSCL 2013 conference brought together international researchers to advance collaborative learning research and practice. A presidential symposium analyzed regional developments in North America, Europe, Australia, and Asia, revealing diverse research approaches unified by a common goal: improving collaborative learning implementation in education. The field faces opportunities through initiatives like PISA's planned assessment of collaborative problem-solving skills."
8,3,1,Vocational education approach: New TEL settings—new prospects for teachers’ instructional activities?,Raija Hämäläinen & Bram De Wever,b,,"This design-based research study examined vocational teachers' instructional activities in a 3D game environment using content analysis of 8,188 utterances from four teacher-student groups. Findings revealed teachers employed two distinct approaches: ""knowledge-providing"" and ""joint problem-solving,"" with different student responses. Teachers asked more contextual questions and engaged in shared problem-solving than students, while students provided more knowledge. The study demonstrates teachers spontaneously develop innovative instructional strategies in technology-enhanced vocational learning settings, shifting from classroom management toward empowering collaborative knowledge construction."
8,3,2,Crossing boundaries in Facebook: Students’ framing of language learning activities as extended spaces,Annika Lantz-Andersson & Sylvi Vigmo & Rhonwen Bowen,c,,"This ethnographic case study examined how 60 students aged 13-16 from four countries framed English language learning activities in a Facebook group. Using frame analysis and sociocultural theory, researchers found that students initially adopted formal school-task framing but gradually negotiated boundary-crossing interactions creating extended learning spaces. However, maintaining these dynamic spaces proved difficult, requiring deliberate collaborative negotiation between educators and students to balance everyday social media practices with educational goals."
8,3,3,Advancing understanding using Nonaka’s model of knowledge creation and problem-based learning,Meng Yew Tee & Shuh Shing Lee,c,,"Integrating Nonaka's knowledge creation model with problem-based learning addresses Bereiter's critique that the model neglects understanding. This design-based research examined a 14-week course for in-service teachers developing technological pedagogical content knowledge. Findings demonstrate that combining socialization, externalization, combination, and internalization processes within problem-based learning phases cultivates advancing understanding of complex teaching-technology integration challenges."
8,3,4,Inducing socio-cognitive conflict in Finnish and German groups of online learners by CSCL script,Armin Weinberger & Miika Marttunen & Leena Laurinen & Karsten Stegmann,c,,"This cross-cultural study examined how a peer-critique collaboration script affects socio-cognitive conflict in online learning. Using a 2×2 design with 132 Finnish and German university students, researchers analyzed discussion patterns and knowledge acquisition. Results revealed German groups engaged in more conflict-oriented consensus building than Finnish groups, who preferred integration-oriented approaches. The script strengthened conflict-oriented discourse in German groups but proved incompatible with Finnish collaborative norms, suggesting CSCL environments require culturally sensitive design."
8,3,5,Dialogical positions as a method of understanding identity trajectories in a collaborative blended university course,M. Beatrice Ligorio & Fedela Feldia Loperfido & Nadia Sansone,c,,"# Summary This study proposes a three-step qualitative-quantitative method for tracking identity trajectories in collaborative learning using Bakhtinian concepts of polyphony and chronotopes as dialogical indicators. Applied to online notes from two university students in a blended course, the method reveals unique, context-sensitive identity development patterns, demonstrating how students' positioning shifts across course modules in response to activities and personal circumstances."
8,4,0,Reigniting CSCL flash themes,Gerry Stahl & Nancy Law & Friedrich Hesse,e,,"This editorial introduces four emerging research themes in computer-supported collaborative learning: eye-tracking for joint attention, argumentation in gaming contexts, scripting with awareness prompts for collaborative drawing, and learning analytics with tabletop interfaces. The authors critically examine these studies, emphasizing that CSCL research must remain fundamentally concerned with human meaning-making practices mediated through designed artifacts, regardless of methodological sophistication."
8,4,1,Real-time mutual gaze perception enhances collaborative learning and collaboration quality,Bertrand Schneider & Roy Pea,c,,"Real-time gaze visualization during remote collaborative learning on neuroscience contrasting cases enhanced learning gains and collaboration quality compared to control conditions. Eye-tracking enabled dyads to achieve higher joint attention, with followers benefiting most. Joint attention emerged as the primary mediator of improved learning outcomes."
8,4,2,Social argumentation in online synchronous communication,Esra Alagoz,c,,"This study examined argumentative practices among adolescents in World of Warcraft synchronous guild chat using ethnographic methods. Analysis of 27 argumentative exchanges revealed that 81% employed counter-critiques—stronger arguments directly refuting opponents' claims—rather than weaker counter-alternatives. Quality argumentation peaked during discussions about avatar customization (race/class, gear, talent builds), suggesting that interest-driven, authentic contexts where players exercise control over personalization trigger sophisticated argumentative discourse skills."
8,4,3,Collaborative drawing on a shared digital canvas in elementary science education: The effects of script and task awareness support,Hannie Gijlers & Armin Weinberger & Alieke Mattia van Dijk & Lars Bollen & Wouter van Joolingen,b,,"This study examined how scripting and task awareness support affect elementary students' collaborative drawing on photosynthesis. Ninety-four fifth-graders worked in dyads using a shared digital canvas under three conditions: control, awareness prompts, or structured script. Both support types increased transactive discourse and deeper conceptual understanding compared to controls. Scripted students acquired significantly more conceptual knowledge, while awareness and scripting both facilitated integrative consensus-building and process-related discussions."
8,4,4,Capturing and analyzing verbal and physical collaborative learning interactions at an enriched interactive tabletop,Roberto Martinez-Maldonado & Yannis Dimitriadis & Alejandra Martinez-Monés & Judy Kay & Kalina Yacef,c,,"This study developed an approach to automatically capture and analyze verbal and physical interactions at an enriched interactive tabletop to distinguish collaborative from less collaborative student groups. Using sequence pattern mining on data from 60 students in concept-mapping triads, the researchers identified interaction patterns—including speech timing, turn-taking, and peer engagement—that differentiated high from low collaboration groups, demonstrating the potential of multimodal data analysis for supporting collaborative learning awareness."
9,1,0,Analyzing the multidimensional construction of knowledge in diverse contexts,Gerry Stahl & Ulrike Cress & Nancy Law & Sten Ludvigsen,e,,"This editorial examines how knowledge is constructed across multiple levels—individual, small-group, and community—in diverse learning contexts. Through Activity Theory, knowledge-building games, Knowledge Forum analysis, and Wikipedia research, the authors demonstrate that collaborative knowledge construction relies on interactional resources and artifacts that bridge different analytical scales, from classroom discourse to global online communities."
9,1,1,The dialectical potential of Cultural Historical Activity Theory for researching sustainable CSCL practices,Sue Timmis,c,,"Cultural Historical Activity Theory (CHAT) offers a relational, dialectical framework for understanding sustainable computer-supported collaborative learning (CSCL) in authentic educational settings. This study proposes an integrated CHAT methodology that moves beyond descriptive triangle models to analyze contradictions and tensions across multiple activity levels. Through a five-stage analytical process applied to undergraduate online collaboration, the research demonstrates how CHAT's dialectical method reveals complex interrelations between discourse, actions, and community, explaining why collaborative practices succeed or fail to become institutionalized."
9,1,3,Multi-player epistemic games: Guiding the enactment of classroom knowledge-building communities,Katerine Bielaczyc & John Ow,c,,"Researchers extended epistemic games—strategic knowledge-building practices—to ""multi-player"" versions where students collectively advance ideas through distributed contributions in Knowledge Forum. Using design-based research in Singapore primary science classrooms, they developed scaffolding tools (Think Cards and hypothetical game-configurations) to help students learn the Progressive-Improvement Game. Analyses showed students improved significantly in generating valid knowledge-building moves, supporting classroom enactment of knowledge-building communities."
9,1,4,Explaining authors’ contribution to pivotal artifacts during mass collaboration in the Wikipedia’s knowledge base,Iassen Halatchliyski & Johannes Moskaliuk & Joachim Kimmerle & Ulrike Cress,c,,"This empirical study examined how authors' contribution experience relates to their involvement in pivotal Wikipedia articles across two knowledge domains. Using network analysis on German Wikipedia data, researchers identified two types of pivotal articles: those central within single domains and those bridging domains. Results showed domain specialists predominantly contributed to domain-central articles, while generalists contributed to boundary-crossing articles. Article experience positively predicted contributions to both article types regardless of specialization."
9,2,0,Dialogic foundations of CSCL,Gerry Stahl & Ulrike Cress & Sten Ludvigsen & Nancy Law,e,,"Dialogical theory, rooted in Vygotsky and Bakhtin's work, provides essential foundations for CSCL by emphasizing that cognition and meaning-making emerge through social interaction rather than individual minds. This editorial examines four empirical studies employing different methodologies—from dialogical discourse analysis to controlled experiments—demonstrating that CSCL research thrives through complementary theoretical and methodological approaches to understanding collaborative learning processes."
9,2,1,PolyCAFe—automatic support for the polyphonic analysis of CSCL chats,Stefan Trausan-Matu & Mihai Dascalu & Traian Rebedea,c,,"PolyCAFe applies the polyphonic framework—grounded in Bakhtin's dialogism and musical metaphor—to automatically analyze collaborative learning chats. Using Natural Language Processing and Social Network Analysis, the system identifies implicit links between utterances, detects voices and their inter-animations, and generates quantitative metrics for collaboration assessment. Evaluation experiments demonstrate that PolyCAFe significantly reduces tutor feedback preparation time while providing useful insights to learners about their participation."
9,2,2,Disengaged students and dialogic learning: the role of CSCL affordances,Benzi Slakmon & Baruch B. Schwarz,c,,"This study examines how three disengaged eighth-grade students gradually adopted dialogic norms through participation in computer-supported collaborative learning (CSCL) discussions using the Argunaut tool. Through temporal analysis of philosophical discussions, the research demonstrates that peer-mediated exposure to dialogic practices—rather than direct teacher intervention—enabled students to develop multivoicedness and expand their discursive repertoires. CSCL affordances, including delayed responses and reduced prosodic cues, facilitated this transformation."
9,2,3,Attending to others’ posts in asynchronous discussions: Learners’ online “listening” and its relationship to speaking,Alyssa Friend Wise & Simone Nicole Hausknecht & Yuting Zhao,c,,"Students' depth of listening—specifically rereading peers' posts—positively predicts responsiveness and argumentation quality in online discussions, while breadth alone does not. Using clickstream data from 31 undergraduates across six asynchronous discussions, multi-level regressions revealed that revisiting others' posts predicted more responsive comments, and reading (versus scanning) posts predicted richer argumentation. These listening-speaking relationships manifested differently across learner types over time."
9,2,4,Preventing undesirable effects of mutual trust and the development of skepticism in virtual groups by applying the knowledge and information awareness approach,Tanja Engelmann & Richard Kolodziej & Friedrich W. Hesse,c,,"This experimental study examined whether a knowledge and information awareness (KIA) approach—providing digital concept maps of collaborators' knowledge—mitigates negative effects of mutual trust in virtual groups. Comparing 40 triads (20 with KIA, 20 without), researchers found that high initial trust reduced effectiveness in control groups but not experimental groups, while both conditions showed equal efficiency gains. Additionally, poor collaboration quality increased skepticism in control groups but not experimental groups, suggesting KIA facilitates mutual control independent of trust levels."
9,3,0,CSCL artifacts,Gerry Stahl & Sten Ludvigsen & Nancy Law & Ulrike Cress,e,,"Artifacts are central to computer-supported collaborative learning (CSCL), serving multiple roles including communication media, knowledge representation structures, and collaborative products. This editorial examines how artifacts mediate group meaning-making processes and presents four papers analyzing artifact roles in CSCL settings and trends in CSCL research publications, advancing understanding of the post-cognitive CSCL paradigm emphasizing group-level processes over individual learning outcomes."
9,3,1,The multi-layered nature of small-group learning: Productive interactions in object-oriented collaboration Crina I. Damşa,Crina Damsa,c,,"# Summary This study examines productive interactions in small-group collaborative learning through a 20-week undergraduate research project. Using qualitative analysis and descriptive statistics, the researcher analyzed five student groups' interactions and emerging knowledge objects (research reports). Findings reveal that productive interactions manifest in two primary patterns: discourse-based interactions fostering shared understanding, and object-oriented interactions involving iterative co-construction. Groups demonstrating shared epistemic agency—deliberate, joint engagement with knowledge materialization—produced higher-quality knowledge objects, suggesting that productive collaboration integrates discursive interaction with tangible object development over time."
9,3,2,How to bring a technical artifact into use: A micro-developmental perspective,Maarten Overdijk & Wouter van Diggelen & Jerry Andriessen & Paul A. Kirschner,b,,"# Summary This micro-developmental case study examines how a student pair appropriated a digital shared workspace for project planning. Using qualitative analysis of classroom observations, interviews, and interaction protocols, the research reveals that artifact appropriation involves tension between existing classroom practices and new tool affordances. Resistance from the artifact—when it contradicted established planning conventions—triggered reflection and procedural adaptation, while absence of resistance enabled unreflective departures from regular practice. The findings demonstrate that technology use emerges through complex negotiations between learner intentions and designer intentions embedded in artifacts."
9,3,3,An examination of CSCL methodological practices and the influence of theoretical frameworks 2005–2009,Heisawn Jeong & Cindy E. Hmelo-Silver & Yawen Yu,c,,"This content analysis examined methodological practices in 400 empirical CSCL studies published 2005–2009 across seven leading journals. Researchers coded studies across research designs, settings, data sources, and analysis methods, then examined relationships with theoretical frameworks. Findings revealed descriptive designs dominated (54%), classroom settings predominated (74%), and quantitative analysis was most common (86%), though qualitative and mixed methods were frequent. Cluster analysis identified four distinctive method-theory combinations, demonstrating that theoretical frameworks significantly influenced methodological choices across all dimensions."
9,3,4,Contemporary intellectual structure of CSCL research (2006–2013): a co-citation network analysis with an education focus,Kai-Yu Tang & Chin-Chung Tsai & Tzu-Chiang Lin,c,,"This study employed document co-citation analysis, exploratory factor analysis, and social network analysis to map the intellectual structure of CSCL research (2006–2013). Analyzing 403 source papers and 5,351 citing articles, researchers identified six research subfields: representation and discourse patterns, factors influencing CSCL, intervention and comparison, critical reasoning, social construction processes, and design and modeling. Results revealed seminal works and core publications, with representation and discourse emerging as the dominant research stream, demonstrating the field's maturity and interconnectedness."
9,4,0,Analyzing roles of individuals in small-group collaboration processes,Gerry Stahl & Nancy Law & Ulrike Cress & Sten Ludvigsen,e,,"This editorial examines how computer-supported collaborative learning research analyzes individual roles within small groups. Four empirical studies employ diverse methodologies—eye-tracking analysis, interaction coding, social network analysis, and discourse analysis—to investigate joint attention, leadership, social roles, and uncertainty expressions. The papers collectively demonstrate that collaborative learning processes operate at multiple analytical levels, with group-level phenomena like shared intentionality and collective agency irreducible to individual cognition alone."
9,4,1,Toward collaboration sensing,Bertrand Schneider & Roy Pea,c,,"Researchers applied network analysis to dual eye-tracking data from collaborative learning dyads, representing fixations as nodes and saccades as edges. Network metrics correlated with collaboration quality dimensions, and machine learning algorithms predicted collaboration quality with 85-100% accuracy, suggesting eye-tracking networks can serve as ""collaboration-sensing"" tools for assessing and potentially improving student teamwork."
9,4,2,Different leaders: Emergent organizational and intellectual leadership in children’s collaborative learning groups,Emma M. Mercier & Steven E. Higgins & Laura da Costa,c,,"This study examines emergent leadership in children's collaborative learning groups through two investigations. Using a coding scheme adapted from prior research, the authors analyzed 32 students in Study One and 96 students in Study Two, identifying leadership moves as either intellectual (idea development, topic control) or organizational (turn management, planning). Results reveal leadership is distributed among group members, with approximately half of groups showing distinct intellectual and organizational leaders held by different students. Leadership patterns vary significantly across content areas and task types, suggesting leadership is context-dependent rather than stable."
9,4,3,“Newbies” and “Celebrities”: Detecting social roles in an online network of teachers via participation patterns,H. Smith Risser & SueAnn Bottoms,c,,"This study used cluster analysis combining structural and behavioral data to identify social roles in an unstructured online teacher blog network. Analyzing 99 teachers' participation patterns across six months, researchers detected five distinct roles: ""Newbies,"" ""Inbound Participants,"" ""Full Participants,"" ""Celebrities,"" and ""Peripheral Members."" Results revealed that participation patterns and network position significantly influence both current role and trajectory of role change, with expertise and engagement type affecting status transitions independent of tenure."
9,4,4,“I guess my question is”: What is the co-occurrence of uncertainty and learning in computer-mediated discourse?,Michelle E. Jordan & An-Chih Janne Cheng & Diane Schallert & Kwangok Song & SoonAh Lee & Yangjoo Park,c,,"This study examined how uncertainty expressions and learning co-occur in graduate students' computer-mediated discussions. Using inductive coding of 1,048 comments across synchronous and asynchronous online discussions, researchers found that 72% of paragraphs containing uncertainty also exhibited learning markers. Direct uncertainty expressions correlated with presenting new ideas and applications, while indirect expressions associated more with elaboration. Results suggest uncertainty expression facilitates productive learning through collaborative meaning-making in online environments."
10,1,0,From the editors: Collaboration and the formation of new knowledge artifacts,Sten Ludvigsen & Gerry Stahl & Nancy Law & Ulrike Cress,e,"This article explores the formation and alignment of new knowledge artifacts in collaborative learning contexts, highlighting the interplay between conceptual and material structures. The authors introduce a framework for understanding how artifacts are formed and refined through collaboration, emphasizing the importance of intersubjective meaning-making and the role of artifacts as mediators between individual understanding and community institutions.","Computer-supported collaborative learning fundamentally involves creating and refining knowledge artifacts—physical or virtual objects embodying shared meanings. This editorial examines how collaborative technologies enable students to construct intersubjective understanding through artifacts like augmented-reality environments, texts, visualizations, and networked tools, emphasizing that productive learning emerges from alignment between conceptual resources and material structures during collaborative interaction."
10,1,1,Constructing liminal blends in a collaborative augmented-reality learning environment,Noel Enyedy & Joshua A. Danish & David DeLiema,b,"This study examines how augmented reality (AR) environments support learning through the concept of liminal blends, which are publicly co-constructed conceptual integrations that combine multiple resources from different spaces to produce new inferences. The authors analyze a case study of second-grade students using an AR system to learn about friction and motion, and identify three stages of blending: composition, completion, and elaboration. They argue that the liminal blend framework provides a theory and methodology for understanding how students co-construct meaning from within AR environments, and can inform the design of future AR learning environments.","This study examines how augmented-reality environments support physics learning through ""liminal blends""—conceptual integrations of students' embodied experiences, physical materials, peer contributions, and symbolic representations. Using interaction analysis of second-graders learning about friction, the researchers demonstrate how students blend their bodies, game narratives, material surfaces, and AR symbols to reason about force and motion, revealing cognition as distributed across individuals, materials, and social interaction."
10,1,2,The new information literate: Open collaboration and information production in schools,Andrea Forte,c,"This study examines how high school students assess information sources, particularly when they are products of open collaboration, and how participating in the production of information sources interacts with this understanding. The findings reveal that students use both first-order (adopting known heuristics) and second-order (reflective construction of standards) strategies to assess information sources. Participating in the production of information sources can provide learners with a concrete vantage point from which to consider the information sources they use, promoting collective cognitive responsibility and second-order learning environments.","This qualitative study examined high school students' information assessment practices while contributing to a collaborative online wiki. Through 57 interviews and classroom observations, the researcher identified two information literacy strategies: first-order strategies involving established heuristics for evaluating sources, and second-order strategies involving reflective analysis of how information is produced. Findings reveal that participating in information production enhanced students' understanding of source credibility and fostered individual responsibility for contributing accurate information to public resources."
10,1,3,BWhoa! We’re going deep in the trees!^: Patterns of collaboration around an interactive information visualization exhibit,Pryce Davis & Michael Horn & Florian Block & Brenda Phillips & E. Margaret Evans & Judy Diamond & Chia Shen,c,"This study examines how dyads interact with an interactive tabletop exhibit called DeepTree, which visualizes a phylogenetic tree of life containing over 70,000 species. The researchers identified four distinct patterns of interaction: reactive, autonomous, planning, and contemplative, organized along two dimensions: coordination and target of action. They found that the most common pattern was reactive, characterized by low coordination and mechanical goals, while the least common was contemplative, marked by high coordination and conceptual goals. The study suggests that designers can support learning through each pattern by incorporating features such as gentle guidance, personal objects for independent action, and what-if explorations.","This study analyzed how child dyads collaboratively explored DeepTree, an interactive multi-touch tabletop exhibit visualizing 70,000+ species in a phylogenetic tree. Using qualitative interaction analysis of museum visitors, researchers identified four distinct collaboration patterns organized by coordination level and action target: reactive, autonomous, planning, and contemplative. Results showed that DeepTree supported learning of macroevolutionary concepts like common descent, with design features like the ""fly-through"" mechanic facilitating meaning-making across different interaction patterns."
10,1,4,Appropriation of a representational tool in a second-language classroom,Yun Wen & Chee-Kit Looi & Wenli Chen,c,"This study investigates how small groups of students appropriate a representational tool for facilitating collaborative L2 learning in authentic classrooms. The results indicate that group language proficiency and task design influence the way the representational tool is appropriated, with inscriptional devices playing significant roles in group-understanding development. The findings suggest that the representational tool can facilitate equal participation, empower learners to be aware of their language problems, and serve as resources for the emergence of new ideas/perspectives.","This case study examined how secondary school students appropriated Group Scribbles, a representational tool, during collaborative Chinese-language writing in a networked classroom. Through microanalysis of cross-media interactions between face-to-face and online spaces, researchers identified five functions inscriptional devices served in group-understanding development: referencing, pinpointing, prompting notice, realizing parallels, and promoting synergy. Findings revealed that representational tools supplement face-to-face communication by enabling balanced participation, helping learners notice linguistic problems, and serving as resources for elaborating ideas."
10,2,0,"The core features of CSCL: Social situation, collaborative knowledge processes and their design",Gerry Stahl & Friedrich Hesse,e,,"This editorial examines three core CSCL features: how social situations influence collaboration, the nature of collaborative knowledge processes, and effective design of learning environments. Through analyzing four empirical studies across diverse contexts, the authors identify that social awareness significantly impacts learning outcomes, knowledge creation remains rare despite ideal conditions, and technical tools combined with thoughtful orchestration can enhance collaborative learning, though predicting emergent group cognition remains challenging."
10,2,1,The impact of hierarchical positions on communities of learning,Martin Rehm & Wim Gijselaers & Mien Segers,c,,"Hierarchical positions significantly influence participants' activity and performance in online Communities of Learning within organizations. Analyzing 249 staff members across 25 CoLs, this empirical study found that higher-ranked employees contributed more frequently and achieved better exam grades. However, cluster analysis revealed a ""Stars"" group of exceptional performers transcending hierarchical constraints, suggesting that while organizational hierarchy shapes collaborative behavior, individual motivation can overcome these structural barriers."
10,2,2,Peer interaction and social network analysis of online communities with the support of awareness of different contexts,Jian-Wei Lin1 & Li-Jung Mai2 & Yung-Cheng Lai1,c,,"This study directly compares social-context awareness (SA) and knowledge-context awareness (KA) in online learning communities using identical experimental settings. Through a semester-long investigation with repeated measurements, researchers found that SA stimulated significantly more quantitative peer interaction than KA, particularly in later stages. However, both approaches had limited capacity to enhance message quality. Despite similar midterm performance, the SA community demonstrated significantly better learning outcomes on the final posttest, likely attributed to more extensive peer interaction patterns."
10,2,3,Fixed group and opportunistic collaboration in a CSCL environment,Tuya Siqin & Jan van Aalst & Samuel Kai Wah Chu,a,,"This study examined 27 Chinese undergraduates' synchronous online discourse across two phases: fixed group collaboration (8 weeks) and opportunistic collaboration (8 weeks) using Knowledge Forum. Multi-faceted analysis revealed that while all groups showed similar interaction patterns, productive groups generated higher-level questions and ideas. Opportunistic collaboration enabled broader interactions and more constructive discourse but exhibited scattered interactions and reduced metacognition. Active participation and high-level idea contributions correlated positively with domain knowledge gains."
10,2,4,An integrated way of using a tangible user interface in a classroom,Sebastien Cuendet & Jessica Dehler-Zufferey & Giulia Ortoleva & Pierre Dillenbourg,c,,"Researchers designed a classroom activity using TapaCarp, a tangible user interface, to teach carpenter apprentices spatial skills while bridging school and workplace learning. The mixed-methods study with 40 apprentices across three classes showed high usability and strong engagement, with improved artifact quality from day one to day two. However, standardized tests revealed no significant learning gains compared to controls, though plausible objects proved more effective than non-plausible ones for complex tasks."
10,3,0,Conceptualizing the intersubjective group,Gerry Stahl,e,,"Stahl argues that intersubjectivity—shared understanding through joint meaning-making—is the defining characteristic of computer-supported collaborative learning (CSCL). The article proposes a paradigm shift from analyzing individual learning outcomes to examining group-level phenomena, emphasizing that collaborative learning involves increased intersubjective understanding within groups rather than aggregated individual learning. CSCL research, pedagogy, and technology should prioritize the group as the unit of analysis."
10,3,1,A Habermasian perspective on joint meaning making online: What does it offer and what are the difficulties?,Michael Hammond,c,,"Habermas's theory of communicative action—emphasizing genuine consensus through unconstrained dialogue where only ""the better argument"" prevails—offers a critical framework for understanding online meaning-making. This theoretical perspective values truth-seeking over technological affordances, distinguishes emancipatory from strategic communication, and interrogates techno-romantic assumptions. However, challenges include abstractness, limited practical guidance, and questions about consensus feasibility."
10,3,2,Learning to learn together with CSCL tools,Baruch B. Schwarz1 & Reuma de Groot1 & Manolis Mavrikis2 & Toby Dragon3,b,,"This design-based research study introduces Learning to Learn Together (L2L2)—learning to collaborate while engaging in inquiry and argumentation on challenging tasks. Using the Metafora CSCL platform integrating planning tools, microworlds, and discussion features, researchers observed three classroom cases where students developed collaborative practices including collective reflection, mutual engagement, and peer assessment. Results demonstrate L2L2 is an attainable educational goal, partially achieved through technology-mediated affordances supporting integrated inquiry-argumentation-collaboration practices."
10,3,3,Collaborative group engagement in a computer-supported inquiry learning environment,Suparna Sinha1 & Toni Kempler Rogat2 & Karlyn R. Adams-Wiggins1 & Cindy E. Hmelo-Silver3,c,,"This study develops an observational protocol to measure collaborative group engagement in computer-supported inquiry learning as multifaceted—encompassing behavioral, social, cognitive, and conceptual-to-consequential dimensions. Using qualitative analysis of ten middle school groups solving an ecosystem problem, researchers found that behavioral and social engagement differentiated low-quality groups, while cognitive and conceptual-to-consequential engagement characterized high-quality engagement. Results demonstrate these engagement facets are highly interrelated and mutually influential, with implications for designing technologies that scaffold deeper learning in collaborative environments."
10,3,4,Group-level formative feedback and metadiscourse,Monica Resendes1 & Marlene Scardamalia1 & Carl Bereiter1 & Bodong Chen2 & Cindy Halewood3,c,,"Grade 2 students engaged in knowledge building with visualization-based formative feedback tools showed significant improvements in domain vocabulary use, scientific accuracy, explanation complexity, and discourse connectivity compared to a comparison class. Using comparative word clouds and epistemic discourse move graphs, students demonstrated productive metadiscourse—reflection on their collective knowledge-building process—though primarily with teacher facilitation, suggesting young children possess greater metacognitive capacity than typically assumed."
10,4,0,A decade of CSCL,Gerry Stahl,e,,"CSCL research has shifted from individual cognitive frameworks toward post-cognitive theories emphasizing group-level interaction and collaborative knowledge building. However, implementation gaps persist: technologies often reflect individual learning models, analysis methods remain cognitively focused, and widespread educational adoption remains limited. Future progress requires international collaboration, design-based research, teacher professional development, and curriculum alignment to transform global education through computer-supported collaborative learning approaches."
10,4,1,Advancing knowledge‐building discourse through judgments of promising ideas,Bodong Chen1 & Marlene Scardamalia2 & Carl Bereiter2,c,,"Grade 3 students demonstrated capability in making promisingness judgments—evaluating ideas for their potential to advance knowledge—when supported by explicit discussion and a digital tool integrated into Knowledge Forum. Design-based research revealed students could distinguish ideas worth developing from mere facts, and promisingness judgments significantly enhanced collaborative discourse and scientific knowledge advancement compared to control classrooms."
10,4,2,"Investigating the effects of prompts on argumentation style, consensus and perceived efficacy in collaborative learning",Owen M. Harney1 & Michael J. Hogan1 & Benjamin Broome2 & Tony Hall1 & Cormac Ryan1,c,,"Process-level prompts during collaborative learning sessions significantly enhance group outcomes compared to task-level prompts. In an experimental study using Interactive Management with 75 psychology students, process-level prompts increased perceived consensus and perceived efficacy of the methodology. Analysis of group dialogue revealed more sophisticated argumentation patterns and greater complexity in consensus-based problem models among process-level groups, suggesting that facilitator prompting style substantially influences collaborative learning effectiveness."
10,4,3,ReaderBench: Automated evaluation of collaboration based on cohesion and dialogism,Mihai Dascalu1 & Stefan Trausan-Matu1 & Danielle S. McNamara2 & Philippe Dessus3,b,,"ReaderBench proposes two computational models for automated collaboration assessment in CSCL conversations. The dialogical voice inter-animation model evaluates collaboration through overlapping semantic chains representing different participants' viewpoints, while the social knowledge-building model analyzes longitudinal cohesion patterns. Validation against human annotations of ten chat conversations demonstrates both models reliably identify collaboration zones and predict overall collaboration quality, supporting cohesion and voice inter-animation as collaboration signatures."
10,4,4,AMOEBA: Designing for collaboration in computer science classrooms through live learning analytics,Matthew Berland1 & Don Davis2 & Carmen Petrick Smith3,a,,"AMOEBA is a learning analytics tool designed to support teachers in orchestrating real-time collaboration among novice programmers using the IPRO visual programming environment. The study examined how pairing students based on a ""surprising similarity"" metric—operationalizing Zone of Proximal Development for computer science—affected programming outcomes across eight classes. Results showed that paired students produced programs with greater complexity, depth, and novelty compared to unpaired work, with improvements persisting after pairing ended."
